,Unnamed: 0,식당명,별점,구,주소,전화번호,음식종류,가격대,주차,영업시간,메뉴,리뷰날짜,리뷰평가,리뷰수,맛있다수,괜찮다수,별로다수
549,549,리틀사이공,,강서구,서울특별시 강서구 하늘길 38,02-6116-5703,음식 종류 베트남 음식,가격대 만원 미만,주차 유료주차 가능,['10:30 - 22:00'],0,2020-02-13,맛있다,15,13.0,1.0,1.0
550,550,도화림,,강서구,서울특별시 강서구 강서로 391 문영비즈웍스 206호,02-6952-8777,음식 종류 정통 중식 / 일반 중식,가격대 만원 미만,주차 무료주차 가능 지하주차장 이용가능,['11:00 - 22:00'],0,2020-09-23,맛있다,10,6.0,3.0,1.0
551,551,등촌샤브칼국수,,강서구,서울특별시 강서구 강서로56가길 65 아트빌딩 2F,02-2659-9318,음식 종류 탕 / 찌개 / 전골,가격대 만원-2만원,주차 주차공간없음,['10:40 - 22:00'],0,2021-07-15,맛있다,12,10.0,2.0,0.0
552,552,쿠시야,,강서구,서울특별시 강서구 마곡중앙로 161-8,010-3289-1019,음식 종류 이자카야 / 오뎅 / 꼬치,가격대 만원-2만원,영업시간 17:30 - 01:00,['00:00'],0,2020-04-29,맛있다,7,7.0,0.0,0.0
553,553,식바,,강서구,서울특별시 강서구 화곡로18길 27,0,음식 종류 일반 주점,가격대 만원-2만원,0,0,0,2019-10-22,맛있다,3,3.0,0.0,0.0
554,554,낫띵메터스,,강서구,서울특별시 강서구 마곡서로 175 407동상가 104호,010-8878-7976,음식 종류 카페 / 디저트,가격대 만원 미만,0,0,0,2022-04-15,맛있다,3,2.0,0.0,1.0
555,555,광선집,,강서구,서울특별시 강서구 곰달래로 149 소망빌딩 1F,02-2602-0608,음식 종류 고기 요리,가격대 만원-2만원,0,0,0,2022-04-04,맛있다,2,2.0,0.0,0.0
556,556,츄카롱,,강서구,서울특별시 강서구 마곡중앙로 161-1 캐슬파크 212호,070-4151-7531,음식 종류 카페 / 디저트,가격대 만원 미만,"휴일 일, 월, 화",['식당 홈페이지로 가기'],0,2021-03-20,맛있다,1,1.0,0.0,0.0
557,557,파파진구,,강서구,서울특별시 강서구 공항대로59길 20-3,02-3661-4960,음식 종류 칵테일 / 와인,가격대 만원-2만원,주차 주차공간없음,['18:30 - 03:00'],0,0,0,0,,,
558,558,맛거리,,강서구,서울특별시 강서구 화곡로25길 8,02-2602-9997,음식 종류 전통 주점 / 포차,가격대 만원-2만원,주차 유료주차 가능,['17:00 - 02:00'],0,2019-12-26,맛있다,13,11.0,2.0,0.0
559,559,해촌칼국수,,강서구,서울특별시 강서구 강서로 349,02-3664-1114,음식 종류 국수 / 면 요리,가격대 만원-2만원,주차 무료주차 가능,['10:00 - 22:00'],0,2020-04-15,괜찮다,12,7.0,4.0,1.0
560,560,제이든,,강서구,서울특별시 강서구 마곡중앙8로 90 마곡아이파크 217호,010-5365-1705,음식 종류 카페 / 디저트,가격대 만원 미만,주차 유료주차 가능,['10:00 - 22:00'],0,2020-10-02,맛있다,7,3.0,3.0,1.0
561,561,MODU’S CAFE,,강서구,서울특별시 강서구 곰달래로 72 호텔타워 1F,02-2605-1700,음식 종류 카페 / 디저트,가격대 만원 미만,주차 주차공간없음,['11:00 - 23:00'],"['아메리카노', '3,800원', '카페라떼', '4,000원', '쑥라떼', '4,300원', '메론스무디', '5,800원', '멜팅치즈 샌드위치', '4,800원']",2020-06-13,맛있다,7,7.0,0.0,0.0
562,562,브레드더밀,,강서구,서울특별시 강서구 강서로 471 엠코지니어스타 A108호,070-4106-0088,음식 종류 베이커리,가격대 만원 미만,주차 유료주차 가능,"['월-금: 08:00 - 22:00', '토-일: 09:00 - 22:00']",0,2021-12-01,맛있다,6,5.0,0.0,1.0
563,563,마초갈비,,강서구,서울특별시 강서구 마곡동로 62 1F,02-3663-0904,음식 종류 고기 요리,가격대 만원-2만원,0,0,0,2022-06-14,맛있다,5,5.0,0.0,0.0
564,564,다옴,,강서구,서울특별시 강서구 마곡중앙6로 69 세움빌딩 3F,02-3665-4442,음식 종류 이탈리안,가격대 만원-2만원,0,0,0,2022-06-23,맛있다,5,4.0,1.0,0.0
565,565,클로바,,강서구,서울특별시 강서구 화곡로68길 3 101-103호,02-3665-1230,음식 종류 카페 / 디저트,가격대 만원 미만,웹 사이트 식당 홈페이지로 가기,0,0,2022-07-05,맛있다,4,4.0,0.0,0.0
566,566,도쿄빙수,,강서구,서울특별시 강서구 마곡중앙로 161-1 마곡나루역캐슬파크 2F 217호,02-2668-4855,음식 종류 카페 / 디저트,가격대 만원 미만,주차 무료주차 가능 2시간 무료,['12:00 - 22:00'],0,2019-07-16,맛있다,3,2.0,0.0,1.0
567,567,무교동참낙지,,강서구,서울특별시 강서구 마곡중앙6로 85,02-2659-7577,음식 종류 해산물 요리,가격대 만원-2만원,주차 유료주차 가능,['10:00 - 22:00'],0,2022-04-11,맛있다,3,3.0,0.0,0.0
568,568,양평해장국,,강서구,서울특별시 강서구 공항대로 242 212호,02-6403-0877,음식 종류 탕 / 찌개 / 전골,가격대 만원 미만,주차 유료주차 가능,['07:00 - 21:00'],0,2021-08-30,맛있다,10,10.0,0.0,0.0
569,569,신촌감자탕해물뼈찜,,강서구,서울특별시 강서구 강서로 375,02-3663-2080,음식 종류 탕 / 찌개 / 전골,가격대 만원-2만원,주차 주차공간없음,['00:00 - 24:00'],0,2022-06-14,맛있다,5,5.0,0.0,0.0
570,570,고양이후추,,강서구,서울특별시 강서구 공항대로59다길 267,070-5030-4893,음식 종류 카페 / 디저트,가격대 만원 미만,0,0,0,2021-09-29,별로,5,4.0,0.0,1.0
571,571,대저할매국수,,강서구,부산광역시 강서구 대저중앙로 337,051-973-0837,음식 종류 국수 / 면 요리,가격대 만원 미만,주차 무료주차 가능,['09:00 - 20:00'],0,2018-09-16,맛있다,6,4.0,2.0,0.0
572,572,특별하면돼지,,강서구,서울특별시 강서구 곰달래로60길 33,02-2646-9295,음식 종류 고기 요리,가격대 만원-2만원,주차 무료주차 가능,"['화-토: 16:00 - 01:00', '일: 13:00 - 23:00']",0,2020-09-21,맛있다,4,4.0,0.0,0.0
573,573,설화랑,,강서구,서울특별시 강서구 강서로 381-7 예원빌딩 2F,02-2658-9282,음식 종류 고기 요리,가격대 4만원 이상,주차 발렛,['11:00 - 23:00'],0,2019-12-28,맛있다,3,2.0,1.0,0.0
574,574,바코,,강서구,서울특별시 강서구 양천로 344 제107-2호,02-3662-8959,음식 종류 이탈리안,가격대 만원-2만원,웹 사이트 식당 홈페이지로 가기,0,0,2022-01-30,맛있다,3,3.0,0.0,0.0
575,575,인생고기,,강서구,서울특별시 강서구 마곡중앙로 161-17 보타닉파크타워Ⅰ 118호,02-3664-8101,음식 종류 고기 요리,가격대 2만원-3만원,0,0,0,2022-05-29,맛있다,2,2.0,0.0,0.0
576,576,린치타이,,강서구,서울특별시 강서구 방화대로47가길 41,02-2666-4207,음식 종류 정통 중식 / 일반 중식,가격대 만원-2만원,0,0,0,2021-04-28,맛있다,1,1.0,0.0,0.0
577,577,오재영스시,,강서구,서울특별시 강서구 까치산로2길 4 싱글하우스고시텔 1F,02-2694-2500,음식 종류 회 / 스시,가격대 만원-2만원,주차 무료주차 가능,['11:30 - 22:30'],0,2022-05-02,맛있다,10,7.0,3.0,0.0
578,578,어쩌라고,,강서구,서울특별시 강서구 화곡로 194-48,02-2606-5989,음식 종류 일반 주점,가격대 만원-2만원,0,0,0,2022-06-21,맛있다,9,9.0,0.0,0.0
579,579,파스퇴르밀크바,,강서구,서울특별시 강서구 하늘길 38 롯데몰 김포공항점 MF,02-6116-5963,음식 종류 카페 / 디저트,가격대 만원 미만,0,0,0,2020-09-17,맛있다,7,6.0,1.0,0.0
580,580,타이투고,,강서구,서울특별시 강서구 마곡중앙6로 45 마곡리더스퀘어 115호,070-4147-9914,음식 종류 태국 음식,가격대 만원 미만,0,0,0,2022-03-28,괜찮다,7,4.0,3.0,0.0
581,581,커피볶는곤이네집,,강서구,서울특별시 강서구 곰달래로 116-1 m타워,02-2601-1807,음식 종류 카페 / 디저트,가격대 만원 미만,주차 유료주차 가능,['10:30 - 24:00'],"['아메리카노', '6,000원']",2019-10-31,맛있다,6,5.0,1.0,0.0
582,582,남대문커피,,강서구,서울특별시 강서구 공항대로 247,0,음식 종류 카페 / 디저트,가격대 만원 미만,0,0,0,2021-06-30,괜찮다,5,4.0,1.0,0.0
583,583,진1926,,강서구,서울특별시 강서구 마곡중앙로 161-8,02-6989-9202,음식 종류 기타 일식,가격대 2만원-3만원,0,0,0,2021-05-21,괜찮다,3,0.0,3.0,0.0
584,584,쿠타니,,강서구,서울특별시 강서구 화곡로 350 SJ라벨라 2F,02-2065-9990,음식 종류 회 / 스시,가격대 4만원 이상,주차 발렛,['17:00 - 22:00'],"['쿠타니 특선 카이세키 (카운터)', '200,000원', '스시 카이세키 (보탄) (룸)', '250,000원', '조리장 스페셜 카이세키 (룸)', '300,000원', '사케 페어링 스페셜 카이세키 (룸) / 4인 이상', '500,000원']",2020-12-31,맛있다,3,3.0,0.0,0.0
585,585,매화양꼬치,,강서구,서울특별시 강서구 화곡로60길 20,02-2694-2288,음식 종류 정통 중식 / 일반 중식,가격대 만원-2만원,주차 유료주차 가능,['17:00 - 05:00'],0,2022-03-29,괜찮다,2,1.0,1.0,0.0
586,586,로빈뮤지엄,,강서구,부산광역시 강서구 신호산단1로140번길 71 1F,051-312-1719,음식 종류 카페 / 디저트,가격대 만원 미만,0,0,0,2021-09-26,맛있다,2,2.0,0.0,0.0
587,587,주택,,강서구,서울특별시 강서구 마곡중앙로 161-1,0507-1391-0413,음식 종류 이자카야 / 오뎅 / 꼬치,가격대 만원-2만원,웹 사이트 식당 홈페이지로 가기,0,0,2022-06-17,맛있다,2,2.0,0.0,0.0
588,588,녹산용가든,,강서구,부산광역시 강서구 낙동남로682번길 94,051-715-3133,음식 종류 고기 요리,가격대 3만원-4만원,주차 무료주차 가능,['11:00 - 22:00'],0,0,0,0,,,
589,589,쓰부,,강서구,서울특별시 강서구 까치산로 75 신화빌딩,02-2690-1110,음식 종류 정통 중식 / 일반 중식,가격대 만원 미만,주차 무료주차 가능,['11:00 - 22:00'],0,2021-11-18,괜찮다,5,4.0,1.0,0.0
590,590,토끼정,,강서구,서울특별시 강서구 하늘길 38 롯데몰 김포공항점 MF,02-6116-5477,음식 종류 퓨전 일식,가격대 만원-2만원,주차 유료주차 가능,['10:30 - 22:00'],0,2021-03-19,괜찮다,4,2.0,2.0,0.0
591,591,데판야끼다케시,,강서구,서울특별시 강서구 마곡중앙6로 66 205호,02-6411-9518,음식 종류 철판 요리,가격대 만원-2만원,0,0,0,2022-08-08,맛있다,4,4.0,0.0,0.0
592,592,강서복집,,강서구,서울특별시 강서구 공항대로59길 8,02-3661-6672,음식 종류 해산물 요리,가격대 2만원-3만원,주차 무료주차 가능,['11:00 - 22:00'],0,2021-06-14,맛있다,3,3.0,0.0,0.0
593,593,이치방라멘,,강서구,서울특별시 강서구 강서로 271,070-4069-6145,음식 종류 라멘 / 소바 / 우동,가격대 만원 미만,0,0,0,2019-06-06,맛있다,2,2.0,0.0,0.0
594,594,호호방,,강서구,서울특별시 강서구 마곡중앙로 161-1 마곡나루캐슬파크 115호,0507-1349-4439,음식 종류 이자카야 / 오뎅 / 꼬치,가격대 2만원-3만원,웹 사이트 식당 홈페이지로 가기,0,0,2021-11-17,괜찮다,2,1.0,1.0,0.0
595,595,중화요리청산프라자,,강서구,서울특별시 강서구 공항대로2길 4,02-2666-9825,음식 종류 정통 중식 / 일반 중식,가격대 만원 미만,0,0,0,2022-07-29,맛있다,2,2.0,0.0,0.0
596,596,바인디포,,강서구,서울특별시 강서구 공항대로 247 A동 201호,0507-1348-8974,음식 종류 퓨전 양식,가격대 2만원-3만원,웹 사이트 식당 홈페이지로 가기,0,0,2022-07-08,맛있다,2,2.0,0.0,0.0
597,597,조병관숙성회,,강서구,서울특별시 강서구 화곡로50길 28 102호,0507-1467-0308,음식 종류 회 / 스시,가격대 2만원-3만원,0,0,0,0,0,0,,,
598,598,교대이층집,4.6,강서구,서울특별시 강서구 강서로 381 수창빌딩 2F,02-2668-3779,음식 종류 고기 요리,가격대 2만원-3만원,주차 무료주차 가능,['11:00 - 02:00'],0,2021-11-07,맛있다,13,13.0,0.0,0.0
599,599,정일품삼계탕,,강서구,서울특별시 강서구 공항대로59길 8,02-3661-8058,음식 종류 탕 / 찌개 / 전골,가격대 만원-2만원,주차 주차공간없음,['10:00 - 22:00'],0,2021-06-15,맛있다,8,7.0,1.0,0.0
600,600,야키토리토리야,4.6,양천구,서울특별시 양천구 오목로 345 슬로우스퀘어 115호,02-2644-4741,음식 종류 이자카야 / 오뎅 / 꼬치,가격대 3만원-4만원,주차 유료주차 가능,['17:30 - 22:00'],"['토리야 오마카세', '38,000원', '간단 오마카세', '19,000원']",2022-08-03,괜찮다,13,12.0,1.0,0.0
601,601,반쌥,4.5,양천구,서울특별시 양천구 오목로48길 28 1F,070-4647-3534,음식 종류 태국 음식,가격대 만원-2만원,웹 사이트 식당 홈페이지로 가기,0,0,2022-07-30,맛있다,15,13.0,2.0,0.0
602,602,히노야마,4.3,양천구,서울특별시 양천구 목동서로 349 센트럴프라자,02-2650-8667,음식 종류 정통 일식 / 일반 일식,가격대 만원-2만원,주차 무료주차 가능 지하주차장 이용가능,['11:30 - 21:00'],"['붓가케우동', '10,900원', '덴뿌라우동', '10,500원', '사누끼우동', '9,900원', '정통돈까스 정식', '13,900원', '감자고로케', '5,500원']",2022-08-09,괜찮다,21,15.0,4.0,2.0
603,603,강릉스낵,4.3,양천구,서울특별시 양천구 목동동로 228-2,02-2643-5556,음식 종류 기타 한식,가격대 만원 미만,0,0,0,2022-08-10,맛있다,9,7.0,2.0,0.0
604,604,미시락칼국수,4.2,양천구,서울특별시 양천구 목동중앙북로16길 10,02-2645-5065,음식 종류 국수 / 면 요리,가격대 만원 미만,주차 주차공간없음,['11:00 - 22:00'],"['닭칼국수', '7,000원', '열무냉칼국수', '8,000원', '육개장칼국수', '8,000원', '들깨칼국수', '8,000원', '물냉면', '9,000원']",2022-08-11,맛있다,31,26.0,4.0,1.0
605,605,락희안,4.1,양천구,서울특별시 양천구 오목로 330 2-3F,02-2652-7576,음식 종류 정통 중식 / 일반 중식,가격대 만원-2만원,주차 주차공간없음,['11:30 - 21:30'],"['대파꿔바로우 (소)', '26,000원', '대파꿔바로우 (중)', '35,000원', '전복돌판누룽지탕 (중)', '41,000원', '전복돌판누룽지탕 (대)', '51,000원', '마파두부', '20,000원']",2022-08-02,맛있다,11,8.0,3.0,0.0
606,606,오목집,4.0,양천구,서울특별시 양천구 목동서로 155 파라곤 B1,02-6737-6692,음식 종류 고기 요리,가격대 2만원-3만원,주차 유료주차 가능,['11:00 - 23:00'],"['족발 (중)', '36,000원', '냉채족발', '36,000원', '쟁반막국수', '15,000원', '부추전', '15,000원', '명란치즈계란말이', '15,000원']",2022-04-20,맛있다,101,80.0,14.0,7.0
607,607,금성수제돈까스,4.0,양천구,서울특별시 양천구 신목로5길 3,02-2653-2630,음식 종류 기타 한식,가격대 만원 미만,주차 주차공간없음,['11:00 - 20:30'],"['돈까스', '7,500원', '반반돈까스', '8,000원', '매운돈까스', '8,000원', '곱빼기돈까스', '12,000원']",2022-07-25,괜찮다,25,21.0,3.0,1.0
608,608,팔방교자,4.0,양천구,서울특별시 양천구 오목로 330 1F,02-2651-7576,음식 종류 딤섬 / 만두,가격대 만원 미만,0,0,0,4 일 전,맛있다,6,4.0,2.0,0.0
609,609,회기버거,4.0,양천구,서울특별시 양천구 목동중앙서로 7 1F,02-6956-9217,음식 종류 브런치 / 버거 / 샌드위치,가격대 만원 미만,웹 사이트 식당 홈페이지로 가기,0,0,2022-07-08,맛있다,5,4.0,0.0,1.0
610,610,아리네,4.0,양천구,서울특별시 양천구 목동동로 222-11,02-2648-5735,음식 종류 카페 / 디저트,가격대 만원 미만,주차 주차공간없음,"['월-금: 11:00 - 23:00', '토-일: 12:00 - 23:00']","['슈크림라떼', '7,000원', '베리에이드', '6,000원', '아메리카노', '4,500원', '카페라떼', '5,000원', '수제 바닐라라떼', '5,500원']",2022-07-11,맛있다,7,7.0,0.0,0.0
611,611,일미락,3.9,양천구,서울특별시 양천구 목동동로 226-16,02-2642-9292,음식 종류 고기 요리,가격대 만원-2만원,주차 주차공간없음,"['월-토: 12:00 - 23:00', '일: 12:00 - 22:00']","['통삼겹살 (160g)', '18,000원', '통목살 (160g)', '18,000원', '발효목살 (160g)', '22,000원', '막국수', '10,000원', '갱시기칼국수', '8,000원']",2021-11-14,맛있다,107,73.0,23.0,11.0
612,612,우직,3.9,양천구,서울특별시 양천구 목동중앙본로29길 6 1F,02-6449-0257,음식 종류 고기 요리,가격대 3만원-4만원,주차 주차공간없음,"['월-금: 17:00 - 23:00', '토-일: 12:00 - 23:00']","['우직카세 (A코스)', '55,000원', '우직카세 (B코스)', '40,000원', '와규우설', '27,000원', '등심샤브야끼', '27,000원', '육회 (한정)', '15,000원']",2022-07-07,괜찮다,13,8.0,5.0,0.0
613,613,파티세리소나,3.9,양천구,서울특별시 양천구 오목로34길 4,02-2606-4454,음식 종류 베이커리,가격대 만원 미만,주차 주차공간없음,['09:30 - 20:00'],0,2022-03-13,맛있다,27,25.0,2.0,0.0
614,614,카멜리온,3.9,양천구,서울특별시 양천구 오목로 196,010-6305-8798,음식 종류 베이커리,가격대 만원 미만,웹 사이트 식당 홈페이지로 가기,0,0,6 일 전,괜찮다,15,9.0,6.0,0.0
615,615,홍마방,3.9,양천구,서울특별시 양천구 목동중앙북로14길 1 1F,02-2646-9316,음식 종류 기타 중식,가격대 만원 미만,주차 주차공간없음,['11:30 - 22:00'],"['마라탕', '6,500원', '마파두부', '6,500원', '사천식탄탄면', '6,500원', '우육면', '8,000원', '루로우판', '6,500원']",2022-07-24,맛있다,21,15.0,6.0,0.0
616,616,아재식당,3.9,양천구,서울특별시 양천구 목동동로10길 12-24 목동주택,02-2653-1224,음식 종류 다국적 아시아 음식,가격대 만원 미만,주차 무료주차 가능,['11:00 - 22:00'],0,2022-07-20,괜찮다,7,6.0,1.0,0.0
617,617,닥터로빈,3.8,양천구,서울특별시 양천구 오목로 299 목동트라팰리스,02-2646-3101,음식 종류 이탈리안,가격대 만원-2만원,주차 무료주차 가능,['10:00 - 21:30'],0,2022-06-06,괜찮다,26,20.0,5.0,1.0
618,618,쿠마카세,3.8,양천구,서울특별시 양천구 목동동로 228-12,02-333-3376,음식 종류 이자카야 / 오뎅 / 꼬치,가격대 2만원-3만원,주차 주차공간없음,['16:30 - 01:00'],0,2020-11-29,맛있다,21,16.0,5.0,0.0
619,619,황금오리농장,3.8,양천구,서울특별시 양천구 국회대로 176,02-2699-6974,음식 종류 닭 / 오리 요리,가격대 만원-2만원,주차 무료주차 가능,['11:30 - 22:30'],0,2021-07-28,맛있다,19,14.0,3.0,2.0
